Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
0.5750           2.6465       2.1372       0.5094   115.9
0.5760           2.4735       0.1844       2.2891   520.9
0.5770           2.4849      -0.7819       3.2668   743.3
0.5780           2.5506      -0.4744       3.0251   688.3
0.5790           2.5843       0.3675       2.2168   504.4
0.5800           2.5968       1.2335       1.3633   310.2
0.5810           2.5997       1.9185       0.6813   155.0
0.5820           2.5990       2.3671       0.2319    52.8
0.5830           2.5989       2.5739       0.0250     5.7
0.5840           2.5991       2.5428       0.0564    12.8
0.5850           2.5996       2.2721       0.3274    74.5
0.5860           2.6001       1.7590       0.8411   191.4
0.5870           2.5931       1.0166       1.5765   358.7
0.5880           2.5715       0.1285       2.4430   555.9
0.5890           2.5255      -0.6368       3.1623   719.6
0.5900           2.4597      -0.6765       3.1362   713.6
0.5910           2.4888       0.6657       1.8231   414.8
0.5920           2.6798       2.4895       0.1902    43.3
0.5930           2.6329       2.1472       0.4857   110.5
0.5940           2.4581       0.2065       2.2517   512.3
0.5950           2.4668      -0.7787       3.2455   738.5
0.5960           2.5281      -0.4876       3.0158   686.2
0.5970           2.5639       0.3473       2.2166   504.4
0.5980           2.5761       1.2116       1.3645   310.5
0.5990           2.5778       1.8967       0.6811   155.0
0.6000           2.5777       2.3456       0.2321    52.8
0.6010           2.5773       2.5524       0.0248     5.7
0.6020           2.5776       2.5208       0.0568    12.9
0.6030           2.5774       2.2499       0.3275    74.5
0.6040           2.5766       1.7375       0.8391   190.9
0.6050           2.5717       0.9968       1.5750   358.4
0.6060           2.5533       0.1118       2.4415   555.5
0.6070           2.5042      -0.6448       3.1490   716.5
0.6080           2.4402      -0.6685       3.1087   707.4
0.6090           2.4726       0.6838       1.7889   407.0
0.6100           2.6639       2.4851       0.1789    40.7
0.6110           2.6150       2.1154       0.4996   113.7
0.6120           2.4435       0.1845       2.2590   514.0
0.6130           2.4520      -0.7801       3.2321   735.4
0.6140           2.5133      -0.4811       2.9944   681.4
0.6150           2.5500       0.3523       2.1976   500.1
0.6160           2.5612       1.2117       1.3495   307.1
0.6170           2.5643       1.8923       0.6720   152.9
0.6180           2.5639       2.3370       0.2269    51.6
0.6190           2.5640       2.5402       0.0238     5.4
0.6200           2.5640       2.5051       0.0589    13.4
0.6210           2.5635       2.2308       0.3328    75.7
0.6220           2.5618       1.7149       0.8469   192.7
0.6230           2.5551       0.9719       1.5832   360.2
0.6240           2.5374       0.0888       2.4486   557.1
0.6250           2.4929      -0.6570       3.1500   716.7
0.6260           2.4285      -0.6551       3.0836   701.6
0.6270           2.4640       0.7222       1.7418   396.3
0.6280           2.6565       2.4970       0.1594    36.3
0.6290           2.6002       2.0728       0.5274   120.0
0.6300           2.4327       0.1478       2.2848   519.9
0.6310           2.4465      -0.7846       3.2311   735.2
0.6320           2.5084      -0.4685       2.9769   677.4
0.6330           2.5380       0.3674       2.1706   493.9
0.6340           2.5520       1.2230       1.3289   302.4
0.6350           2.5536       1.8978       0.6559   149.2
0.6360           2.5544       2.3361       0.2183    49.7
0.6370           2.5538       2.5324       0.0214     4.9
0.6380           2.5538       2.4892       0.0646    14.7
0.6390           2.5537       2.2062       0.3475    79.1
0.6400           2.5514       1.6819       0.8696   197.9
0.6410           2.5428       0.9333       1.6094   366.2
0.6420           2.5222       0.0519       2.4703   562.1
0.6430           2.4748      -0.6754       3.1502   716.8
0.6440           2.4152      -0.6288       3.0441   692.7
0.6450           2.4564       0.7927       1.6638   378.6
0.6460           2.6470       2.5183       0.1288    29.3
0.6470           2.5781       1.9952       0.5829   132.6
0.6480           2.4172       0.0828       2.3344   531.2
0.6490           2.4326      -0.7907       3.2233   733.4
0.6500           2.4940      -0.4434       2.9373   668.4
0.6510           2.5280       0.3973       2.1307   484.8
0.6520           2.5410       1.2462       1.2949   294.6
0.6530           2.5433       1.9104       0.6329   144.0
0.6540           2.5436       2.3378       0.2057    46.8
0.6550           2.5432       2.5241       0.0191     4.3
0.6560           2.5434       2.4714       0.0720    16.4
0.6570           2.5438       2.1787       0.3652    83.1
0.6580           2.5429       1.6440       0.8989   204.5
0.6590           2.5342       0.8866       1.6476   374.9
0.6600           2.5120       0.0048       2.5072   570.5
0.6610           2.4618      -0.6995       3.1613   719.3
0.6620           2.3964      -0.5924       2.9888   680.1
0.6630           2.4445       0.8856       1.5589   354.7
0.6640           2.6320       2.5393       0.0926    21.1
0.6650           2.5471       1.8948       0.6523   148.4
0.6660           2.3930       0.0048       2.3882   543.4
0.6670           2.4170      -0.7955       3.2125   731.0
0.6680           2.4808      -0.4120       2.8928   658.2
0.6690           2.5100       0.4325       2.0774   472.7
0.6700           2.5194       1.2712       1.2481   284.0
0.6710           2.5212       1.9215       0.5997   136.4
0.6720           2.5221       2.3352       0.1870    42.5
0.6730           2.5216       2.5071       0.0145     3.3
0.6740           2.5219       2.4401       0.0818    18.6
0.6750           2.5228       2.1322       0.3906    88.9
0.6760           2.5220       1.5827       0.9393   213.7
0.6770           2.5154       0.8139       1.7015   387.2
0.6780           2.4944      -0.0652       2.5596   582.4
0.6790           2.4452      -0.7305       3.1756   722.6
0.6800           2.3851      -0.5279       2.9130   662.8
0.6810           2.4506       1.0369       1.4137   321.7
0.6820           2.6290       2.5788       0.0502    11.4
0.6830           2.5221       1.7467       0.7753   176.4
0.6840           2.3860      -0.1120       2.4979   568.4
0.6850           2.4188      -0.7996       3.2184   732.3
0.6860           2.4775      -0.3555       2.8330   644.6
0.6870           2.5113       0.5007       2.0106   457.5
0.6880           2.5213       1.3297       1.1916   271.1
0.6890           2.5233       1.9630       0.5602   127.5
0.6900           2.5227       2.3574       0.1652    37.6
0.6910           2.5224       2.5106       0.0119     2.7
0.6920           2.5223       2.4252       0.0971    22.1
0.6930           2.5240       2.1001       0.4240    96.5
0.6940           2.5212       1.5344       0.9868   224.5
0.6950           2.5143       0.7538       1.7605   400.6
0.6960           2.4893      -0.1235       2.6128   594.5
0.6970           2.4361      -0.7529       3.1889   725.6
0.6980           2.3794      -0.4637       2.8431   646.9
0.6990           2.4630       1.1731       1.2899   293.5
0.7000           2.6340       2.6071       0.0270     6.1
0.7010           2.5081       1.6168       0.8913   202.8
0.7020           2.3809      -0.2058       2.5866   588.6
0.7030           2.4223      -0.7963       3.2186   732.4
0.7040           2.4774      -0.3034       2.7808   632.7
0.7050           2.5043       0.5591       1.9452   442.6
0.7060           2.5138       1.3752       1.1386   259.1
0.7070           2.5145       1.9909       0.5236   119.1
0.7080           2.5146       2.3674       0.1472    33.5
0.7090           2.5147       2.5035       0.0112     2.6
0.7100           2.5151       2.4011       0.1140    25.9
0.7110           2.5146       2.0584       0.4562   103.8
0.7120           2.5132       1.4751       1.0381   236.2
0.7130           2.5031       0.6816       1.8215   414.5
0.7140           2.4788      -0.1915       2.6704   607.6
0.7150           2.4258      -0.7753       3.2011   728.4
0.7160           2.3718      -0.3809       2.7528   626.4
0.7170           2.4665       1.3280       1.1385   259.1
0.7180           2.6239       2.6114       0.0124     2.8
0.7190           2.4794       1.4520       1.0274   233.8
0.7200           2.3706      -0.3080       2.6786   609.5
0.7210           2.4130      -0.7868       3.1998   728.1
0.7220           2.4677      -0.2436       2.7113   616.9
0.7230           2.4906       0.6229       1.8677   425.0
0.7240           2.4967       1.4237       1.0729   244.1
0.7250           2.4988       2.0185       0.4803   109.3
0.7260           2.5003       2.3743       0.1260    28.7
0.7270           2.5000       2.4892       0.0108     2.5
0.7280           2.5005       2.3654       0.1351    30.7
0.7290           2.5010       2.0003       0.5006   113.9
0.7300           2.4969       1.3965       1.1004   250.4
0.7310           2.4876       0.5902       1.8974   431.7
0.7320           2.4616      -0.2722       2.7338   622.0
0.7330           2.4021      -0.7917       3.1938   726.7
0.7340           2.3607      -0.2673       2.6280   598.0
0.7350           2.4758       1.5106       0.9653   219.6
0.7360           2.6119       2.5941       0.0177     4.0
0.7370           2.4502       1.2545       1.1958   272.1
0.7380           2.3594      -0.4174       2.7768   631.8
0.7390           2.4065      -0.7677       3.1742   722.3
0.7400           2.4608      -0.1693       2.6301   598.5
0.7410           2.4885       0.7012       1.7873   406.7
0.7420           2.4978       1.4863       1.0115   230.2
0.7430           2.4992       2.0596       0.4395   100.0
0.7440           2.4983       2.3918       0.1065    24.2
0.7450           2.4981       2.4835       0.0146     3.3
0.7460           2.4978       2.3374       0.1604    36.5
0.7470           2.4984       1.9510       0.5474   124.6
0.7480           2.4960       1.3264       1.1695   266.1
0.7490           2.4846       0.5061       1.9785   450.2
0.7500           2.4508      -0.3459       2.7967   636.4
0.7510           2.3938      -0.7992       3.1930   726.5
0.7520           2.3588      -0.1434       2.5022   569.4
0.7530           2.4903       1.6873       0.8030   182.7
0.7540           2.6003       2.5555       0.0448    10.2
0.7550           2.4239       1.0621       1.3618   309.9
0.7560           2.3534      -0.5092       2.8626   651.3
0.7570           2.4067      -0.7391       3.1458   715.8
0.7580           2.4542      -0.0931       2.5474   579.6
0.7590           2.4758       0.7764       1.6994   386.7
0.7600           2.4811       1.5409       0.9402   213.9
0.7610           2.4844       2.0894       0.3950    89.9
0.7620           2.4837       2.3974       0.0864    19.7
0.7630           2.4837       2.4653       0.0185     4.2
0.7640           2.4836       2.2943       0.1892    43.1
0.7650           2.4838       1.8819       0.6019   136.9
0.7660           2.4806       1.2330       1.2477   283.9
0.7670           2.4678       0.3992       2.0686   470.7
0.7680           2.4365      -0.4329       2.8694   652.9
0.7690           2.3742      -0.7942       3.1684   720.9
0.7700           2.3513       0.0238       2.3276   529.6
0.7710           2.5031       1.8858       0.6173   140.5
0.7720           2.5804       2.4754       0.1050    23.9
0.7730           2.3986       0.8323       1.5663   356.4
0.7740           2.3495      -0.6042       2.9537   672.1
